id,transcricao,confidence,duracao_segundos,atendente_id,data
606,"Bom dia, como posso ajudar?",0.6660234029282656,482,AT034,2024-11-30
607,Obrigado por aguardar. Já localizei sua solicitação.,0.9186021726122706,105,AT007,2024-11-17
608,Seu protocolo é 123456. Alguma outra dúvida?,0.6991115945928468,76,AT043,2024-11-29
609,"Claro, vou verificar isso para você imediatamente.",0.8933572355534007,255,AT035,2024-11-08
610,"Claro, vou verificar isso para você imediatamente.",0.8972185118069671,239,AT009,2024-11-09
611,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.9099306520972016,429,AT025,2024-11-07
612,Seu protocolo é 123456. Alguma outra dúvida?,0.7481113036464434,150,AT017,2024-11-29
613,Obrigado por aguardar. Já localizei sua solicitação.,0.8854025364472728,59,AT005,2024-11-25
614,Seu protocolo é 123456. Alguma outra dúvida?,0.7616665876617859,598,AT017,2024-11-07
615,"Claro, vou verificar isso para você imediatamente.",0.9452314225468263,45,AT037,2024-11-28
616,"Claro, vou verificar isso para você imediatamente.",0.916160364445967,417,AT041,2024-11-01
617,Obrigado por aguardar. Já localizei sua solicitação.,0.8429996142303002,78,AT047,2024-11-24
618,Seu protocolo é 123456. Alguma outra dúvida?,0.7683303230094607,192,AT022,2024-11-27
619,Seu protocolo é 123456. Alguma outra dúvida?,0.7472342695343127,407,AT005,2024-11-29
620,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.7787130100284589,174,AT036,2024-11-14
621,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.6981309542396132,155,AT031,2024-11-25
622,"Claro, vou verificar isso para você imediatamente.",0.9150959479234128,201,AT018,2024-11-06
623,Seu protocolo é 123456. Alguma outra dúvida?,0.7966857116498385,485,AT009,2024-11-21
624,"Bom dia, como posso ajudar?",0.8032236354708856,376,AT036,2024-11-07
625,Seu protocolo é 123456. Alguma outra dúvida?,0.6503695481905264,437,AT018,2024-11-12
626,"Bom dia, como posso ajudar?",0.6956873312722257,597,AT024,2024-11-02
627,Obrigado por aguardar. Já localizei sua solicitação.,0.7662863545829548,340,AT003,2024-11-02
628,Obrigado por aguardar. Já localizei sua solicitação.,0.9793942566768444,585,AT012,2024-11-16
629,"Claro, vou verificar isso para você imediatamente.",0.7729030555082432,561,AT045,2024-11-13
630,Obrigado por aguardar. Já localizei sua solicitação.,0.9085402268025052,162,AT018,2024-11-19
631,"Bom dia, como posso ajudar?",0.6194895913711674,447,AT046,2024-11-01
632,"Claro, vou verificar isso para você imediatamente.",0.6846368673254819,40,AT045,2024-11-02
633,"Bom dia, como posso ajudar?",0.8683195743689518,228,AT049,2024-11-08
634,Obrigado por aguardar. Já localizei sua solicitação.,0.6044273334685863,115,AT031,2024-11-21
635,"Claro, vou verificar isso para você imediatamente.",0.808389429324811,170,AT032,2024-11-07
636,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.7278997055624427,194,AT010,2024-11-20
637,Obrigado por aguardar. Já localizei sua solicitação.,0.9526879635777,202,AT017,2024-11-27
638,Não tenho tempo para esse tipo de atendimento.,0.8648737844989406,304,AT016,2024-11-12
639,Seu protocolo é 123456. Alguma outra dúvida?,0.6556875455078605,112,AT025,2024-11-03
640,Obrigado por aguardar. Já localizei sua solicitação.,0.612821985550937,571,AT035,2024-11-17
641,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.8903285225338864,599,AT030,2024-11-10
642,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.9893857567765444,350,AT032,2024-11-24
643,Esse tipo de gente sempre reclama.,0.947242936115938,116,AT006,2024-11-10
644,Obrigado por aguardar. Já localizei sua solicitação.,0.7093928807929838,280,AT021,2024-11-21
645,Obrigado por aguardar. Já localizei sua solicitação.,0.9432034260610828,118,AT036,2024-11-22
646,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.6226001095302814,419,AT012,2024-11-30
647,"Bom dia, como posso ajudar?",0.920324845406086,207,AT027,2024-11-24
648,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.8933238013512941,377,AT009,2024-11-20
649,Seu protocolo é 123456. Alguma outra dúvida?,0.679873146580513,189,AT005,2024-11-25
650,"Bom dia, como posso ajudar?",0.6582812832278423,493,AT005,2024-11-30
651,Seu protocolo é 123456. Alguma outra dúvida?,0.9591616367515295,35,AT020,2024-11-14
652,Obrigado por aguardar. Já localizei sua solicitação.,0.6831687609921419,153,AT028,2024-11-20
653,Seu protocolo é 123456. Alguma outra dúvida?,0.7008524178434935,589,AT017,2024-11-12
654,"Bom dia, como posso ajudar?",0.9837803812790716,291,AT023,2024-11-14
655,"Claro, vou verificar isso para você imediatamente.",0.9062569748685498,485,AT046,2024-11-25
656,"Bom dia, como posso ajudar?",0.9830397185744502,340,AT005,2024-11-03
657,"Claro, vou verificar isso para você imediatamente.",0.6250199077448028,425,AT035,2024-11-04
658,Obrigado por aguardar. Já localizei sua solicitação.,0.9863857489587944,452,AT028,2024-11-27
659,"Claro, vou verificar isso para você imediatamente.",0.6731040021933374,37,AT038,2024-11-06
660,Seu protocolo é 123456. Alguma outra dúvida?,0.8765657521188014,304,AT017,2024-11-24
661,Esse tipo de gente sempre reclama.,0.930817002688862,523,AT020,2024-11-27
662,"Bom dia, como posso ajudar?",0.6212674204127747,585,AT013,2024-11-02
663,"Bom dia, como posso ajudar?",0.6664490409968975,59,AT002,2024-11-26
664,"Claro, vou verificar isso para você imediatamente.",0.7813963537419748,301,AT013,2024-11-18
665,"Claro, vou verificar isso para você imediatamente.",0.8066092728041179,543,AT028,2024-11-12
666,Seu protocolo é 123456. Alguma outra dúvida?,0.989136540206321,554,AT021,2024-11-12
667,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.8903890928863929,522,AT037,2024-11-11
668,Obrigado por aguardar. Já localizei sua solicitação.,0.8400747148126504,56,AT016,2024-11-29
669,"Bom dia, como posso ajudar?",0.7080930136030564,583,AT046,2024-11-17
670,"Bom dia, como posso ajudar?",0.6892258809028406,206,AT004,2024-11-18
671,Seu protocolo é 123456. Alguma outra dúvida?,0.902877023813867,130,AT009,2024-11-20
672,Seu protocolo é 123456. Alguma outra dúvida?,0.8407436311943162,417,AT037,2024-11-04
673,"Bom dia, como posso ajudar?",0.6726718516448512,482,AT043,2024-11-23
674,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.9795048281775618,82,AT025,2024-11-29
675,"Claro, vou verificar isso para você imediatamente.",0.7810953134668996,220,AT012,2024-11-07
676,"Bom dia, como posso ajudar?",0.7064679204750235,364,AT047,2024-11-14
677,Obrigado por aguardar. Já localizei sua solicitação.,0.970926584225804,258,AT009,2024-11-04
678,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.7147196808257671,239,AT017,2024-11-14
679,Seu protocolo é 123456. Alguma outra dúvida?,0.9737195604760972,567,AT035,2024-11-23
680,Obrigado por aguardar. Já localizei sua solicitação.,0.6971100033542234,261,AT004,2024-11-11
681,Seu protocolo é 123456. Alguma outra dúvida?,0.7719961392347396,183,AT018,2024-11-16
682,Seu protocolo é 123456. Alguma outra dúvida?,0.90965083074871,446,AT025,2024-11-01
683,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.7349331891246776,92,AT021,2024-11-13
684,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.9441841607389104,407,AT014,2024-11-16
685,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.9542856277477008,412,AT023,2024-11-11
686,"Bom dia, como posso ajudar?",0.6947794289224162,562,AT016,2024-11-02
687,Seu protocolo é 123456. Alguma outra dúvida?,0.9561598717537604,416,AT008,2024-11-29
688,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.6980362322867499,274,AT045,2024-11-11
689,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.9103149223459542,75,AT047,2024-11-04
690,Seu protocolo é 123456. Alguma outra dúvida?,0.6710892065159538,367,AT047,2024-11-11
691,Obrigado por aguardar. Já localizei sua solicitação.,0.858839228834632,458,AT007,2024-11-24
692,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.7351799951121029,472,AT047,2024-11-04
693,"Bom dia, como posso ajudar?",0.7541901850872272,201,AT034,2024-11-03
694,Seu protocolo é 123456. Alguma outra dúvida?,0.9851851454721368,450,AT036,2024-11-17
695,"Bom dia, como posso ajudar?",0.6811700573995456,184,AT041,2024-11-12
696,"Claro, vou verificar isso para você imediatamente.",0.822937550335532,245,AT022,2024-11-04
697,"Claro, vou verificar isso para você imediatamente.",0.6933278366676545,250,AT029,2024-11-11
698,"Claro, vou verificar isso para você imediatamente.",0.9086578770923,455,AT033,2024-11-01
699,Seu protocolo é 123456. Alguma outra dúvida?,0.8753706783182571,249,AT025,2024-11-02
700,"Bom dia, como posso ajudar?",0.8552170851561266,469,AT029,2024-11-03
701,"Claro, vou verificar isso para você imediatamente.",0.8799020673185718,488,AT050,2024-11-15
702,Seu protocolo é 123456. Alguma outra dúvida?,0.8458761754352212,459,AT028,2024-11-21
703,"Bom dia, como posso ajudar?",0.9557603956826112,382,AT037,2024-11-22
704,Obrigado por aguardar. Já localizei sua solicitação.,0.8400295935448807,76,AT048,2024-11-27
705,"Bom dia, como posso ajudar?",0.7799837287016296,268,AT001,2024-11-01
706,Obrigado por aguardar. Já localizei sua solicitação.,0.9016322162558036,81,AT014,2024-11-08
707,Obrigado por aguardar. Já localizei sua solicitação.,0.8742488615323214,108,AT021,2024-11-28
708,Seu protocolo é 123456. Alguma outra dúvida?,0.8622951625561677,133,AT005,2024-11-03
709,Obrigado por aguardar. Já localizei sua solicitação.,0.9057644491153932,502,AT030,2024-11-21
710,"Bom dia, como posso ajudar?",0.7737887704877133,319,AT038,2024-11-20
711,Seu protocolo é 123456. Alguma outra dúvida?,0.8627622762177338,54,AT050,2024-11-04
712,Seu protocolo é 123456. Alguma outra dúvida?,0.8625159840248515,372,AT016,2024-11-25
713,"Claro, vou verificar isso para você imediatamente.",0.6189100872438724,141,AT015,2024-11-27
714,"Bom dia, como posso ajudar?",0.8052927362302783,93,AT015,2024-11-30
715,"Bom dia, como posso ajudar?",0.9229344653689542,428,AT011,2024-11-28
716,Obrigado por aguardar. Já localizei sua solicitação.,0.9841445581116094,591,AT001,2024-11-15
717,Seu protocolo é 123456. Alguma outra dúvida?,0.8825126992672454,71,AT045,2024-11-27
718,Seu protocolo é 123456. Alguma outra dúvida?,0.6367400349353887,543,AT027,2024-11-19
719,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.7637598932082159,58,AT027,2024-11-24
720,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.6239285441148766,144,AT011,2024-11-21
721,"Bom dia, como posso ajudar?",0.6361886095368143,529,AT050,2024-11-15
722,Obrigado por aguardar. Já localizei sua solicitação.,0.8324075148366616,180,AT047,2024-11-03
723,"Bom dia, como posso ajudar?",0.7662701570497353,323,AT022,2024-11-09
724,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.8061458582623121,172,AT002,2024-11-14
725,"Bom dia, como posso ajudar?",0.8622082597473499,588,AT050,2024-11-15
726,Seu protocolo é 123456. Alguma outra dúvida?,0.8528774097904481,329,AT001,2024-11-27
727,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.6809655017276539,60,AT050,2024-11-25
728,Obrigado por aguardar. Já localizei sua solicitação.,0.7499069307793517,421,AT029,2024-11-18
729,"Claro, vou verificar isso para você imediatamente.",0.9592918039287986,168,AT037,2024-11-24
730,"Claro, vou verificar isso para você imediatamente.",0.7592375016410536,62,AT029,2024-11-07
731,"Bom dia, como posso ajudar?",0.9709161538798496,461,AT014,2024-11-20
732,"Você não entende nada, é muito burro.",0.9055366147745982,228,AT009,2024-11-01
733,Obrigado por aguardar. Já localizei sua solicitação.,0.8686837154530487,245,AT021,2024-11-13
734,Seu protocolo é 123456. Alguma outra dúvida?,0.9692562273222892,404,AT022,2024-11-06
735,"Bom dia, como posso ajudar?",0.672526026233345,42,AT021,2024-11-13
736,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.8258067728622216,243,AT002,2024-11-16
737,Obrigado por aguardar. Já localizei sua solicitação.,0.9440008942639232,145,AT007,2024-11-30
738,Obrigado por aguardar. Já localizei sua solicitação.,0.7376172683056015,100,AT013,2024-11-01
739,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.6942064695074595,463,AT033,2024-11-12
740,Obrigado por aguardar. Já localizei sua solicitação.,0.8844186910592109,526,AT037,2024-11-30
741,Seu protocolo é 123456. Alguma outra dúvida?,0.8143205426772631,345,AT033,2024-11-11
742,"Claro, vou verificar isso para você imediatamente.",0.7566605057074836,477,AT015,2024-11-02
743,"Claro, vou verificar isso para você imediatamente.",0.9163836373633968,499,AT019,2024-11-02
744,Seu protocolo é 123456. Alguma outra dúvida?,0.8825378169944995,335,AT013,2024-11-18
745,Obrigado por aguardar. Já localizei sua solicitação.,0.8431866558558689,239,AT041,2024-11-13
746,Obrigado por aguardar. Já localizei sua solicitação.,0.8200697703008666,105,AT032,2024-11-09
747,"Claro, vou verificar isso para você imediatamente.",0.7318804136388928,492,AT038,2024-11-11
748,Seu protocolo é 123456. Alguma outra dúvida?,0.6283144521668738,132,AT008,2024-11-07
749,"Claro, vou verificar isso para você imediatamente.",0.9806124604409208,353,AT030,2024-11-25
750,Seu protocolo é 123456. Alguma outra dúvida?,0.8702138510364958,220,AT041,2024-11-12
751,"Bom dia, como posso ajudar?",0.9117941991214492,242,AT018,2024-11-24
752,Obrigado por aguardar. Já localizei sua solicitação.,0.8134941656521378,399,AT025,2024-11-15
753,Seu protocolo é 123456. Alguma outra dúvida?,0.9345518786803052,34,AT012,2024-11-24
754,"Bom dia, como posso ajudar?",0.7776849625466438,318,AT012,2024-11-11
755,Obrigado por aguardar. Já localizei sua solicitação.,0.9892570965520604,170,AT028,2024-11-08
756,"Claro, vou verificar isso para você imediatamente.",0.643212003370347,547,AT016,2024-11-10
757,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.6315020805027954,304,AT022,2024-11-01
758,Seu protocolo é 123456. Alguma outra dúvida?,0.7139827781568918,216,AT021,2024-11-28
759,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.8110878590646009,211,AT027,2024-11-08
760,Seu protocolo é 123456. Alguma outra dúvida?,0.918845979156686,143,AT005,2024-11-05
761,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.607050411076941,480,AT028,2024-11-07
762,"Bom dia, como posso ajudar?",0.6090091459660106,369,AT034,2024-11-17
763,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.8079448279298161,251,AT040,2024-11-04
764,Obrigado por aguardar. Já localizei sua solicitação.,0.987515852329456,58,AT001,2024-11-14
765,"Claro, vou verificar isso para você imediatamente.",0.8761050678655307,307,AT037,2024-11-27
766,Seu protocolo é 123456. Alguma outra dúvida?,0.8220939739141715,561,AT018,2024-11-08
767,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.6987447843004342,594,AT040,2024-11-27
768,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.6578751801653128,267,AT046,2024-11-09
769,Seu protocolo é 123456. Alguma outra dúvida?,0.8974681609770863,92,AT022,2024-11-27
770,Seu protocolo é 123456. Alguma outra dúvida?,0.7003959222124145,59,AT013,2024-11-27
771,Seu protocolo é 123456. Alguma outra dúvida?,0.9238732720250776,545,AT036,2024-11-02
772,Obrigado por aguardar. Já localizei sua solicitação.,0.6665604795226571,516,AT022,2024-11-08
773,Obrigado por aguardar. Já localizei sua solicitação.,0.7521124128370598,234,AT044,2024-11-28
774,Seu protocolo é 123456. Alguma outra dúvida?,0.80882007606198,310,AT015,2024-11-13
775,"Bom dia, como posso ajudar?",0.7378038546425236,142,AT027,2024-11-04
776,"Bom dia, como posso ajudar?",0.6905125496118246,426,AT014,2024-11-04
777,Seu protocolo é 123456. Alguma outra dúvida?,0.7656383316741728,40,AT001,2024-11-26
778,Seu protocolo é 123456. Alguma outra dúvida?,0.881735575324767,182,AT010,2024-11-19
779,"Bom dia, como posso ajudar?",0.6292016600720263,315,AT042,2024-11-10
780,Obrigado por aguardar. Já localizei sua solicitação.,0.8675478865031563,163,AT034,2024-11-16
781,Obrigado por aguardar. Já localizei sua solicitação.,0.9659183247542116,91,AT027,2024-11-14
782,"Claro, vou verificar isso para você imediatamente.",0.6903372218245258,404,AT050,2024-11-27
783,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.9233291714367772,290,AT018,2024-11-05
784,Seu protocolo é 123456. Alguma outra dúvida?,0.8427636341495991,114,AT021,2024-11-15
785,"Você não entende nada, é muito burro.",0.8741554290660691,528,AT017,2024-11-07
786,Obrigado por aguardar. Já localizei sua solicitação.,0.7807006828436612,242,AT013,2024-11-14
787,"Claro, vou verificar isso para você imediatamente.",0.987864344606496,402,AT026,2024-11-03
788,Obrigado por aguardar. Já localizei sua solicitação.,0.7475678073448248,409,AT003,2024-11-11
789,"Claro, vou verificar isso para você imediatamente.",0.8314953321899238,88,AT046,2024-11-04
790,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.8757641948986645,595,AT019,2024-11-19
791,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.8753234449659795,315,AT023,2024-11-14
792,Seu protocolo é 123456. Alguma outra dúvida?,0.9679806312483076,225,AT008,2024-11-20
793,"Bom dia, como posso ajudar?",0.9431629786647844,468,AT021,2024-11-02
794,"Bom dia, como posso ajudar?",0.6190216686343147,137,AT013,2024-11-10
795,"Claro, vou verificar isso para você imediatamente.",0.91692827859673,166,AT004,2024-11-01
796,"Claro, vou verificar isso para você imediatamente.",0.8174046134881353,316,AT004,2024-11-14
797,"Claro, vou verificar isso para você imediatamente.",0.7133734478968432,591,AT033,2024-11-18
798,"Claro, vou verificar isso para você imediatamente.",0.928037028991026,65,AT006,2024-11-13
799,"Bom dia, como posso ajudar?",0.8796417932264413,157,AT039,2024-11-07
800,Obrigado por aguardar. Já localizei sua solicitação.,0.6316545286186711,357,AT039,2024-11-14
801,"Claro, vou verificar isso para você imediatamente.",0.6774925590806149,341,AT007,2024-11-14
802,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.7047743714028241,158,AT007,2024-11-21
803,"Claro, vou verificar isso para você imediatamente.",0.9564212773734792,600,AT026,2024-11-06
804,"Bom dia, como posso ajudar?",0.821515149044524,222,AT050,2024-11-17
805,Seu protocolo é 123456. Alguma outra dúvida?,0.8073988985477363,267,AT034,2024-11-04
806,Obrigado por aguardar. Já localizei sua solicitação.,0.8619323215182864,161,AT047,2024-11-20
807,"Claro, vou verificar isso para você imediatamente.",0.7100145512299275,522,AT012,2024-11-23
808,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.7525928821201747,47,AT024,2024-11-14
809,Seu protocolo é 123456. Alguma outra dúvida?,0.647394851866134,168,AT050,2024-11-05
810,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.9054689149790816,126,AT015,2024-11-22
811,"Bom dia, como posso ajudar?",0.9732880402559,314,AT003,2024-11-10
812,"Bom dia, como posso ajudar?",0.6478324796621484,370,AT002,2024-11-14
813,"Claro, vou verificar isso para você imediatamente.",0.7651283533691837,251,AT042,2024-11-24
814,Obrigado por aguardar. Já localizei sua solicitação.,0.9550429418881368,262,AT030,2024-11-11
815,"Bom dia, como posso ajudar?",0.7559604535604524,564,AT043,2024-11-12
816,Obrigado por aguardar. Já localizei sua solicitação.,0.6680859844323415,273,AT021,2024-11-30
817,"Claro, vou verificar isso para você imediatamente.",0.7206585952658184,508,AT014,2024-11-17
818,Obrigado por aguardar. Já localizei sua solicitação.,0.8266297919441564,496,AT020,2024-11-20
819,Obrigado por aguardar. Já localizei sua solicitação.,0.6389263290676053,51,AT017,2024-11-29
820,"Claro, vou verificar isso para você imediatamente.",0.603171753915914,125,AT018,2024-11-02
821,Obrigado por aguardar. Já localizei sua solicitação.,0.8383846049702739,346,AT016,2024-11-11
822,Seu protocolo é 123456. Alguma outra dúvida?,0.8537862763126307,540,AT047,2024-11-09
823,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.7215769537913986,540,AT044,2024-11-10
824,Obrigado por aguardar. Já localizei sua solicitação.,0.7724998363757919,529,AT004,2024-11-11
825,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.9647919418990252,65,AT036,2024-11-17
826,Seu protocolo é 123456. Alguma outra dúvida?,0.973210206736836,553,AT034,2024-11-19
827,Obrigado por aguardar. Já localizei sua solicitação.,0.8169339139164552,568,AT026,2024-11-24
828,Obrigado por aguardar. Já localizei sua solicitação.,0.7807694121463564,296,AT026,2024-11-19
829,"Claro, vou verificar isso para você imediatamente.",0.778832195039606,230,AT012,2024-11-21
830,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.983488074158646,466,AT037,2024-11-24
831,"Claro, vou verificar isso para você imediatamente.",0.8570431069813513,426,AT015,2024-11-13
832,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.7381619417278382,242,AT035,2024-11-29
833,Seu protocolo é 123456. Alguma outra dúvida?,0.7218936687425317,48,AT013,2024-11-20
834,Obrigado por aguardar. Já localizei sua solicitação.,0.652257450898972,93,AT026,2024-11-24
835,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.6503834423002263,389,AT036,2024-11-23
836,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.9673852533703536,198,AT047,2024-11-04
837,"Claro, vou verificar isso para você imediatamente.",0.936659316439054,109,AT048,2024-11-25
838,"Claro, vou verificar isso para você imediatamente.",0.7772657453886427,529,AT044,2024-11-21
839,"Claro, vou verificar isso para você imediatamente.",0.8480479788605885,486,AT035,2024-11-29
840,"Bom dia, como posso ajudar?",0.6542205489465289,212,AT038,2024-11-15
841,"Bom dia, como posso ajudar?",0.92856027518123,137,AT008,2024-11-05
842,"Bom dia, como posso ajudar?",0.7628302023738018,479,AT015,2024-11-17
843,"Bom dia, como posso ajudar?",0.8173038693681451,197,AT033,2024-11-02
844,"Claro, vou verificar isso para você imediatamente.",0.7368615150516169,78,AT036,2024-11-27
845,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.939554754893788,542,AT029,2024-11-26
846,"Claro, vou verificar isso para você imediatamente.",0.9116599333612444,577,AT023,2024-11-23
847,"Claro, vou verificar isso para você imediatamente.",0.8285908079135329,291,AT012,2024-11-07
848,Não tenho tempo para esse tipo de atendimento.,0.816344494410695,46,AT042,2024-11-12
849,"Bom dia, como posso ajudar?",0.8449110634109057,226,AT037,2024-11-08
850,"Claro, vou verificar isso para você imediatamente.",0.9317622757115148,108,AT005,2024-11-15
851,Obrigado por aguardar. Já localizei sua solicitação.,0.7184787454224736,585,AT031,2024-11-22
852,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.978238861384547,214,AT021,2024-11-18
853,"Bom dia, como posso ajudar?",0.8689763265943659,185,AT012,2024-11-08
854,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.7975334992370308,275,AT038,2024-11-12
855,"Bom dia, como posso ajudar?",0.8328224845185889,550,AT034,2024-11-15
856,Seu protocolo é 123456. Alguma outra dúvida?,0.7377040947560235,136,AT016,2024-11-26
857,"Bom dia, como posso ajudar?",0.9184725327532636,597,AT022,2024-11-03
858,Obrigado por aguardar. Já localizei sua solicitação.,0.9070512843326968,78,AT025,2024-11-25
859,Seu protocolo é 123456. Alguma outra dúvida?,0.7912758580865664,103,AT042,2024-11-27
860,Seu protocolo é 123456. Alguma outra dúvida?,0.890528891716136,49,AT010,2024-11-17
861,"Claro, vou verificar isso para você imediatamente.",0.9369104189675728,398,AT018,2024-11-16
862,Obrigado por aguardar. Já localizei sua solicitação.,0.9628909152765092,372,AT021,2024-11-09
863,"Claro, vou verificar isso para você imediatamente.",0.6608852128567311,159,AT013,2024-11-16
864,Seu protocolo é 123456. Alguma outra dúvida?,0.6723056327317903,513,AT016,2024-11-23
865,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.898527820103868,578,AT038,2024-11-14
866,"Bom dia, como posso ajudar?",0.9089247317462767,340,AT005,2024-11-16
867,"Bom dia, como posso ajudar?",0.860807149113257,456,AT004,2024-11-05
868,Seu protocolo é 123456. Alguma outra dúvida?,0.7758513960119888,87,AT021,2024-11-24
869,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.7289726512853685,154,AT043,2024-11-20
870,"Claro, vou verificar isso para você imediatamente.",0.7592557173638748,67,AT007,2024-11-19
871,Obrigado por aguardar. Já localizei sua solicitação.,0.8116126910916996,147,AT012,2024-11-07
872,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.6957248383433643,91,AT001,2024-11-06
873,Obrigado por aguardar. Já localizei sua solicitação.,0.6748088765242306,36,AT036,2024-11-11
874,Seu protocolo é 123456. Alguma outra dúvida?,0.985882381352024,412,AT020,2024-11-25
875,Seu protocolo é 123456. Alguma outra dúvida?,0.8070573646070348,412,AT012,2024-11-23
876,"Claro, vou verificar isso para você imediatamente.",0.6808056101224427,362,AT008,2024-11-14
877,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.681052823280625,409,AT021,2024-11-30
878,"Bom dia, como posso ajudar?",0.8378206870338936,169,AT036,2024-11-05
879,"Bom dia, como posso ajudar?",0.7237891902558428,66,AT031,2024-11-18
880,"Claro, vou verificar isso para você imediatamente.",0.851160999021684,182,AT039,2024-11-10
881,Obrigado por aguardar. Já localizei sua solicitação.,0.6171905247339983,207,AT023,2024-11-16
882,"Bom dia, como posso ajudar?",0.6982602764164436,116,AT043,2024-11-20
883,Obrigado por aguardar. Já localizei sua solicitação.,0.7577074972323351,64,AT015,2024-11-04
884,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.7069798906153999,291,AT037,2024-11-07
885,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.8058157632228706,474,AT014,2024-11-08
886,Obrigado por aguardar. Já localizei sua solicitação.,0.8433783600294671,43,AT036,2024-11-22
887,"Bom dia, como posso ajudar?",0.8120070074585972,276,AT028,2024-11-23
888,Seu protocolo é 123456. Alguma outra dúvida?,0.7516835484749228,168,AT042,2024-11-16
889,Obrigado por aguardar. Já localizei sua solicitação.,0.7776609789924758,361,AT023,2024-11-19
890,"Bom dia, como posso ajudar?",0.6800168123825904,271,AT018,2024-11-25
891,Obrigado por aguardar. Já localizei sua solicitação.,0.8573913174406791,140,AT047,2024-11-06
892,Seu protocolo é 123456. Alguma outra dúvida?,0.8447819889275845,210,AT043,2024-11-14
893,Seu protocolo é 123456. Alguma outra dúvida?,0.6662298001591115,285,AT039,2024-11-04
894,"Bom dia, como posso ajudar?",0.6472281721599947,331,AT030,2024-11-15
895,"Claro, vou verificar isso para você imediatamente.",0.6354309454592002,369,AT017,2024-11-25
896,"Claro, vou verificar isso para você imediatamente.",0.7919797831681091,502,AT033,2024-11-02
897,Seu protocolo é 123456. Alguma outra dúvida?,0.76253153435111,338,AT033,2024-11-28
898,Obrigado por aguardar. Já localizei sua solicitação.,0.8826388660622744,173,AT047,2024-11-28
899,"Bom dia, como posso ajudar?",0.7729075074980695,144,AT002,2024-11-27
900,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.8799175586326922,495,AT032,2024-11-21
901,Seu protocolo é 123456. Alguma outra dúvida?,0.8408783501887229,141,AT046,2024-11-13
902,Esse tipo de gente sempre reclama.,0.9476023254275744,277,AT025,2024-11-19
903,Fico feliz em poder ajudar. Tenha um ótimo dia!,0.9472582397483416,109,AT047,2024-11-23
904,Seu protocolo é 123456. Alguma outra dúvida?,0.7131162998084906,147,AT012,2024-11-12
905,"Bom dia, como posso ajudar?",0.8938836661828973,296,AT022,2024-11-19
906,"Bom dia, como posso ajudar?",0.8002495943672061,266,AT024,2024-11-09
907,Seu protocolo é 123456. Alguma outra dúvida?,0.807978672433149,295,AT037,2024-11-08
908,"Bom dia, como posso ajudar?",0.9123475159165976,507,AT010,2024-11-12
